RfamID	CMname	Description	NumHairpins	Categories
RF00625	P11	Pseudomonas_sRNA_P11	4	Gene;
RF00626	Gurken	Gurken_localisation_signal	1	Cis-reg;
RF00627	P15	Pseudomonas_sRNA_P15	4	Gene;
RF00628	P16	Pseudomonas_sRNA_P16	3	Gene;
RF00629	P24	Pseudomonas_sRNA_P24	8	Gene;
RF00630	P26	Pseudomonas_sRNA_P26	2	Gene;
RF00632	sxy	sxy_5'_UTR_element	2	Cis-reg;
RF00634	SAM-IV	S-adenosyl_methionine_(SAM)_riboswitch,	3	Cis-reg;riboswitch;
RF00635	HAR1F	Human_accelerated_region_1F	3	Gene;
RF00636	NRON	ncRNA_Repressor_of_NFAT_(nuclear_factor_of_activated_T_cells)	5	Gene;
RF00637	mir-276	microRNA_mir-276	1	Gene;miRNA;
RF00638	MIR159	microRNA_MIR159	1	Gene;miRNA;
RF00639	mir-515	microRNA_mir-515	1	Gene;miRNA;
RF00640	MIR167_1	microRNA_MIR167_1	1	Gene;miRNA;
RF00641	mir-154	microRNA_mir-154	1	Gene;miRNA;
RF00642	mir-23	microRNA_mir-23	1	Gene;miRNA;
RF00643	MIR171_1	microRNA_MIR171_1	1	Gene;miRNA;
RF00644	mir-27	microRNA_mir-27	1	Gene;miRNA;
RF00645	MIR169_2	microRNA_MIR169_2	1	Gene;miRNA;
RF00646	mir-204	microRNA_mir-204	1	Gene;miRNA;
RF00647	MIR164	microRNA_MIR164	1	Gene;miRNA;
RF00648	MIR396	microRNA_MIR396	1	Gene;miRNA;
RF00649	mir-128	microRNA_mir-128	1	Gene;miRNA;
RF00650	mir-153	microRNA_mir-153	1	Gene;miRNA;
RF00651	mir-221	microRNA_mir-221	1	Gene;miRNA;
RF00652	MIR478	microRNA_MIR478	1	Gene;miRNA;
RF00653	mir-22	microRNA_mir-22	1	Gene;miRNA;
RF00654	mir-216	microRNA_mir-216	1	Gene;miRNA;
RF00655	mir-28	microRNA_mir-28	1	Gene;miRNA;
RF00656	mir-205	microRNA_mir-205	1	Gene;miRNA;
RF00657	mir-184	microRNA_mir-184	1	Gene;miRNA;
RF00658	mir-21	microRNA_mir-21	1	Gene;miRNA;
RF00659	mir-365	microRNA_mir-365	1	Gene;miRNA;
RF00660	mir-214	microRNA_mir-214	2	Gene;miRNA;
RF00661	mir-31	microRNA_mir-31	1	Gene;miRNA;
RF00662	mir-132	microRNA_mir-132	1	Gene;miRNA;
RF00663	mir-183	microRNA_mir-183	1	Gene;miRNA;
RF00664	mir-223	microRNA_mir-223	1	Gene;miRNA;
RF00665	mir-290	microRNA_mir-290	1	Gene;miRNA;
RF00666	mir-32	microRNA_mir-32	1	Gene;miRNA;
RF00667	mir-33	microRNA_mir-33	1	Gene;miRNA;
RF00668	mir-302	microRNA_mir-302	1	Gene;miRNA;
RF00669	mir-96	microRNA_mir-96	1	Gene;miRNA;
RF00670	mir-105	microRNA_mir-105	1	Gene;miRNA;
RF00671	mir-138	microRNA_mir-138	1	Gene;miRNA;
RF00672	mir-190	microRNA_mir-190	1	Gene;miRNA;
RF00673	mir-217	microRNA_mir-217	1	Gene;miRNA;
RF00674	mir-187	microRNA_mir-187	1	Gene;miRNA;
RF00675	mir-145	microRNA_mir-145	1	Gene;miRNA;
RF00676	mir-127	microRNA_mir-127	1	Gene;miRNA;
RF00677	MIR168	microRNA_MIR168	1	Gene;miRNA;
RF00678	mir-140	microRNA_mir-140	1	Gene;miRNA;
RF00679	mir-210	microRNA_mir-210	1	Gene;miRNA;
RF00680	mir-224	microRNA_mir-224	1	Gene;miRNA;
RF00681	mir-198	microRNA_mir-198	2	Gene;miRNA;
RF00682	mir-144	microRNA_mir-144	1	Gene;miRNA;
RF00683	mir-143	microRNA_mir-143	1	Gene;miRNA;
RF00684	mir-122	mir-122_microRNA_precursor	1	Gene;miRNA;
RF00685	mir-36	microRNA_mir-36	1	Gene;miRNA;
RF00686	mir-338	microRNA_mir-338	1	Gene;miRNA;
RF00687	mir-136	microRNA_mir-136	1	Gene;miRNA;
RF00688	MIR394	microRNA_MIR394	1	Gene;miRNA;
RF00689	MIR390	microRNA_MIR390	1	Gene;miRNA;
RF00690	MIR408	microRNA_MIR408	1	Gene;miRNA;
RF00691	mir-146	microRNA_mir-146	1	Gene;miRNA;
RF00692	MIR171_2	microRNA_MIR171_2	1	Gene;miRNA;
RF00693	mir-147	microRNA_mir-147	1	Gene;miRNA;
RF00694	mir-137	microRNA_mir-137	1	Gene;miRNA;
RF00695	MIR398	microRNA_MIR398	1	Gene;miRNA;
RF00696	mir-203	microRNA_mir-203	1	Gene;miRNA;
RF00697	mir-186	microRNA_mir-186	1	Gene;miRNA;
RF00698	mir-489	microRNA_mir-489	1	Gene;miRNA;
RF00699	mir-134	microRNA_mir-134	1	Gene;miRNA;
RF00700	mir-375	microRNA_mir-375	1	Gene;miRNA;
RF00701	mir-126	microRNA_mir-126	1	Gene;miRNA;
RF00702	mir-182	microRNA_mir-182	1	Gene;miRNA;
RF00703	mir-139	microRNA_mir-139	1	Gene;miRNA;
RF00704	MIR397	microRNA_MIR397	1	Gene;miRNA;
RF00705	mir-202	microRNA_mir-202	1	Gene;miRNA;
RF00706	mir-263	microRNA_mir-263	1	Gene;miRNA;
RF00707	mir-197	microRNA_mir-197	1	Gene;miRNA;
RF00708	mir-450	microRNA_mir-450	1	Gene;miRNA;
RF00709	mir-455	microRNA_mir-455	1	Gene;miRNA;
RF00710	mir-44	microRNA_mir-44	1	Gene;miRNA;
RF00711	mir-449	microRNA_mir-449	1	Gene;miRNA;
RF00712	mir-460	microRNA_mir-460	1	Gene;miRNA;
RF00713	mir-239	microRNA_mir-239	1	Gene;miRNA;
RF00714	MIR535	microRNA_MIR535	1	Gene;miRNA;
RF00715	mir-383	microRNA_mir-383	1	Gene;miRNA;
RF00716	mir-3	microRNA_mir-3	1	Gene;miRNA;
RF00717	mir-315	microRNA_mir-315	1	Gene;miRNA;
RF00718	mir-431	microRNA_mir-431	1	Gene;miRNA;
RF00719	mir-326	microRNA_mir-326	1	Gene;miRNA;
RF00720	mir-317	microRNA_mir-317	1	Gene;miRNA;
RF00721	MIR475	microRNA_MIR475	1	Gene;miRNA;
RF00722	mir-451	microRNA_mir-451	1	Gene;miRNA;
RF00723	mir-448	microRNA_mir-448	1	Gene;miRNA;
RF00724	mir-282	microRNA_mir-282	1	Gene;miRNA;
RF00725	mir-iab-4	microRNA_mir-iab-4	1	Gene;miRNA;
RF00726	mir-87	microRNA_mir-87	1	Gene;miRNA;
RF00727	bantam	microRNA_bantam	1	Gene;miRNA;
RF00728	mir-81	microRNA_mir-81	1	Gene;miRNA;
RF00729	mir-278	microRNA_mir-278	1	Gene;miRNA;
RF00730	mir-277	microRNA_mir-277	1	Gene;miRNA;
RF00731	mir-155	microRNA_mir-155	1	Gene;miRNA;
RF00732	mir-305	microRNA_mir-305	1	Gene;miRNA;
RF00733	mir-296	microRNA_mir-296	1	Gene;miRNA;
RF00734	mir-52	microRNA_mir-52	1	Gene;miRNA;
RF00735	mir-367	microRNA_mir-367	1	Gene;miRNA;
RF00736	mir-320	microRNA_mir-320	1	Gene;miRNA;
RF00737	mir-322	microRNA_mir-322	1	Gene;miRNA;
RF00739	MIR476	microRNA_MIR476	1	Gene;miRNA;
RF00740	mir-370	microRNA_mir-370	1	Gene;miRNA;
RF00741	mir-378	microRNA_mir-378	1	Gene;miRNA;
RF00742	MIR162_2	microRNA_MIR162_2	1	Gene;miRNA;
RF00743	mir-308	microRNA_mir-308	1	Gene;miRNA;
RF00744	mir-361	microRNA_mir-361	1	Gene;miRNA;
RF00745	mir-499	microRNA_mir-499	1	Gene;miRNA;
RF00746	mir-454	microRNA_mir-454	1	Gene;miRNA;
RF00747	mir-283	microRNA_mir-283	1	Gene;miRNA;
RF00748	mir-433	microRNA_mir-433	1	Gene;miRNA;
RF00749	mir-208	microRNA_mir-208	1	Gene;miRNA;
RF00750	mir-458	microRNA_mir-458	1	Gene;miRNA;
RF00751	mir-12	microRNA_mir-12	1	Gene;miRNA;
RF00752	mir-14	microRNA_mir-14	1	Gene;miRNA;
RF00753	mir-503	microRNA_mir-503	1	Gene;miRNA;
RF00754	mir-279	microRNA_mir-279	1	Gene;miRNA;
RF00755	mir-542	microRNA_mir-542	1	Gene;miRNA;
RF00756	mir-299	microRNA_mir-299	1	Gene;miRNA;
RF00757	mir-275	microRNA_mir-275	1	Gene;miRNA;
RF00758	mir-346	microRNA_mir-346	1	Gene;miRNA;
RF00760	mir-342	microRNA_mir-342	1	Gene;miRNA;
RF00761	mir-340	microRNA_mir-340	1	Gene;miRNA;
RF00762	mir-412	microRNA_mir-412	1	Gene;miRNA;
RF00763	mir-339	microRNA_mir-339	1	Gene;miRNA;
RF00764	mir-191	microRNA_mir-191	1	Gene;miRNA;
RF00765	mir-337	microRNA_mir-337	1	Gene;miRNA;
RF00766	mir-335	microRNA_mir-335	1	Gene;miRNA;
RF00767	mir-150	microRNA_mir-150	1	Gene;miRNA;
RF00768	MIR405	microRNA_MIR405	1	Gene;miRNA;
RF00769	mir-331	microRNA_mir-331	1	Gene;miRNA;
RF00770	mir-330	microRNA_mir-330	1	Gene;miRNA;
RF00771	mir-185	microRNA_mir-185	1	Gene;miRNA;
RF00772	mir-328	microRNA_mir-328	1	Gene;miRNA;
RF00773	mir-298	microRNA_mir-298	1	Gene;miRNA;
RF00774	mir-360	microRNA_mir-360	1	Gene;miRNA;
RF00775	mir-432	microRNA_mir-432	1	Gene;miRNA;
RF00776	mir-540	microRNA_mir-540	1	Gene;miRNA;
RF00777	mir-541	microRNA_mir-541	1	Gene;miRNA;
RF00778	MIR473	microRNA_MIR473	1	Gene;miRNA;
RF00779	MIR474	microRNA_MIR474	2	Gene;miRNA;
RF00780	MIR477	microRNA_MIR477	1	Gene;miRNA;
RF00781	mir-505	microRNA_mir-505	1	Gene;miRNA;
RF00782	MIR480	microRNA_MIR480	1	Gene;miRNA;
RF00783	mir-484	microRNA_mir-484	1	Gene;miRNA;
RF00784	mir-486	microRNA_mir-486	1	Gene;miRNA;
RF00785	mir-90	microRNA_mir-90	1	Gene;miRNA;
RF00786	mir-289	microRNA_mir-289	1	Gene;miRNA;
RF00787	mir-288	microRNA_mir-288	1	Gene;miRNA;
RF00788	mir-287	microRNA_mir-287	1	Gene;miRNA;
RF00789	mir-286	microRNA_mir-286	1	Gene;miRNA;
RF00790	mir-358	microRNA_mir-358	1	Gene;miRNA;
RF00791	mir-357	microRNA_mir-357	1	Gene;miRNA;
RF00792	mir-490	microRNA_mir-490	1	Gene;miRNA;
RF00793	mir-497	microRNA_mir-497	1	Gene;miRNA;
RF00794	mir-42	microRNA_mir-42	1	Gene;miRNA;
RF00795	mir-43	microRNA_mir-43	1	Gene;miRNA;
RF00796	mir-48	microRNA_mir-48	1	Gene;miRNA;
RF00797	mir-355	microRNA_mir-355	1	Gene;miRNA;
RF00798	mir-49	microRNA_mir-49	1	Gene;miRNA;
RF00799	mir-354	microRNA_mir-354	1	Gene;miRNA;
RF00800	mir-353	microRNA_mir-353	1	Gene;miRNA;
RF00801	mir-280	microRNA_mir-280	1	Gene;miRNA;
RF00802	mir-207	microRNA_mir-207	1	Gene;miRNA;
RF00803	mir-425	microRNA_mir-425	1	Gene;miRNA;
RF00804	mir-240	microRNA_mir-240	1	Gene;miRNA;
RF00805	mir-351	microRNA_mir-351	1	Gene;miRNA;
RF00806	mir-350	microRNA_mir-350	1	Gene;miRNA;
RF00807	mir-314	microRNA_mir-314	1	Gene;miRNA;
RF00808	mir-86	microRNA_mir-86	1	Gene;miRNA;
RF00809	mir-241	microRNA_mir-241	1	Gene;miRNA;
RF00810	mir-85	microRNA_mir-85	1	Gene;miRNA;
RF00811	mir-84	microRNA_mir-84	1	Gene;miRNA;
RF00812	mir-83	microRNA_mir-83	1	Gene;miRNA;
RF00813	mir-11	microRNA_mir-11	1	Gene;miRNA;
RF00814	mir-316	microRNA_mir-316	1	Gene;miRNA;
RF00815	mir-244	microRNA_mir-244	1	Gene;miRNA;
RF00816	mir-245	microRNA_mir-245	1	Gene;miRNA;
RF00817	mir-80	microRNA_mir-80	1	Gene;miRNA;
RF00818	mir-318	microRNA_mir-318	1	Gene;miRNA;
RF00819	mir-246	microRNA_mir-246	1	Gene;miRNA;
RF00820	mir-248	microRNA_mir-248	1	Gene;miRNA;
RF00821	mir-249	microRNA_mir-249	1	Gene;miRNA;
RF00822	mir-274	microRNA_mir-274	1	Gene;miRNA;
RF00823	lsy-6	microRNA_lsy-6	1	Gene;miRNA;
RF00824	mir-50	microRNA_mir-50	1	Gene;miRNA;
RF00825	mir-344	microRNA_mir-344	1	Gene;miRNA;
RF00826	mir-55	microRNA_mir-55	1	Gene;miRNA;
RF00827	mir-77	microRNA_mir-77	1	Gene;miRNA;
RF00828	mir-75	microRNA_mir-75	1	Gene;miRNA;
RF00829	mir-149	microRNA_mir-149	1	Gene;miRNA;
RF00830	mir-74	microRNA_mir-74	1	Gene;miRNA;
RF00831	mir-73	microRNA_mir-73	1	Gene;miRNA;
RF00832	mir-71	microRNA_mir-71	1	Gene;miRNA;
RF00833	mir-70	microRNA_mir-70	1	Gene;miRNA;
RF00834	mir-268	microRNA_mir-268	1	Gene;miRNA;
RF00835	mir-58	microRNA_mir-58	1	Gene;miRNA;
RF00836	mir-250	microRNA_mir-250	1	Gene;miRNA;
RF00837	mir-251	microRNA_mir-251	1	Gene;miRNA;
RF00838	mir-252	microRNA_mir-252	1	Gene;miRNA;
RF00839	mir-452	microRNA_mir-452	1	Gene;miRNA;
RF00840	mir-374	microRNA_mir-374	1	Gene;miRNA;
RF00841	mir-384	microRNA_mir-384	1	Gene;miRNA;
RF00842	MIR403	microRNA_MIR403	1	Gene;miRNA;
RF00843	mir-228	microRNA_mir-228	1	Gene;miRNA;
RF00844	mir-67	microRNA_mir-67	1	Gene;miRNA;
RF00845	MIR158	microRNA_MIR158	1	Gene;miRNA;
RF00846	mir-64	microRNA_mir-64	1	Gene;miRNA;
RF00847	mir-62	microRNA_mir-62	1	Gene;miRNA;
RF00848	mir-61	microRNA_mir-61	1	Gene;miRNA;
RF00849	mir-60	microRNA_mir-60	1	Gene;miRNA;
RF00850	mir-259	microRNA_mir-259	1	Gene;miRNA;
RF00851	mir-230	microRNA_mir-230	1	Gene;miRNA;
RF00852	mir-231	microRNA_mir-231	1	Gene;miRNA;
RF00853	mir-304	microRNA_mir-304	1	Gene;miRNA;
RF00854	mir-5	microRNA_mir-5	1	Gene;miRNA;
RF00855	mir-254	microRNA_mir-254	1	Gene;miRNA;
RF00856	mir-232	microRNA_mir-232	1	Gene;miRNA;
RF00857	mir-233	microRNA_mir-233	1	Gene;miRNA;
RF00858	mir-306	microRNA_mir-306	1	Gene;miRNA;
RF00859	mir-234	microRNA_mir-234	1	Gene;miRNA;
RF00861	mir-488	microRNA_mir-488	1	Gene;miRNA;
RF00862	mir-491	microRNA_mir-491	1	Gene;miRNA;
RF00863	mir-BART17	microRNA_mir-BART17	1	Gene;miRNA;
RF00864	mir-BART20	microRNA_mir-BART20	1	Gene;miRNA;
RF00865	MIR169_5	microRNA_MIR169_5	1	Gene;miRNA;
RF00866	mir-BART3	microRNA_mir-BART3	1	Gene;miRNA;
RF00867	mir-BART5	microRNA_mir-BART5	1	Gene;miRNA;
RF00868	mir-BART15	microRNA_mir-BART15	1	Gene;miRNA;
RF00869	mir-BART7	microRNA_mir-BART7	1	Gene;miRNA;
RF00870	mir-423	microRNA_mir-423	1	Gene;miRNA;
RF00871	mir-689	microRNA_mir-689	1	Gene;miRNA;
RF00872	mir-652	microRNA_mir-652	1	Gene;miRNA;
RF00873	mir-550	microRNA_mir-550	1	Gene;miRNA;
RF00874	mir-BART12	microRNA_mir-BART12	1	Gene;miRNA;
RF00875	mir-692	microRNA_mir-692	1	Gene;miRNA;
RF00876	mir-684	microRNA_mir-684	1	Gene;miRNA;
RF00877	mir-592	microRNA_mir-592	1	Gene;miRNA;
RF00878	mir-456	microRNA_mir-456	1	Gene;miRNA;
RF00879	mir-615	microRNA_mir-615	1	Gene;miRNA;
RF00882	MIR811	microRNA_MIR811	1	Gene;miRNA;
RF00883	MIR820	microRNA_MIR820	1	Gene;miRNA;
RF00884	MIR815	microRNA_MIR815	1	Gene;miRNA;
RF00885	MIR821	microRNA_MIR821	1	Gene;miRNA;
RF00886	MIR807	microRNA_MIR807	1	Gene;miRNA;
RF00887	mir-802	microRNA_mir-802	1	Gene;miRNA;
RF00888	mir-770	microRNA_mir-770	1	Gene;miRNA;
RF00890	mir-668	microRNA_mir-668	1	Gene;miRNA;
RF00891	mir-671	microRNA_mir-671	1	Gene;miRNA;
RF00892	mir-551	microRNA_mir-551	1	Gene;miRNA;
RF00893	MIR854	microRNA_MIR854	1	Gene;miRNA;
RF00894	mir-790	microRNA_mir-790	1	Gene;miRNA;
RF00895	mir-786	microRNA_mir-786	1	Gene;miRNA;
RF00896	mir-787	microRNA_mir-787	1	Gene;miRNA;
RF00897	mir-675	microRNA_mir-675	1	Gene;miRNA;
RF00898	mir-242	microRNA_mir-242	1	Gene;miRNA;
RF00899	mir-235	microRNA_mir-235	1	Gene;miRNA;
RF00900	mir-255	microRNA_mir-255	1	Gene;miRNA;
RF00901	MIR845_1	microRNA_MIR845_1	1	Gene;miRNA;
RF00902	mir-791	microRNA_mir-791	1	Gene;miRNA;
RF00903	mir-359	microRNA_mir-359	1	Gene;miRNA;
RF00904	mir-392	microRNA_mir-392	1	Gene;miRNA;
RF00905	mir-789	microRNA_mir-789	1	Gene;miRNA;
RF00906	MIR1122	microRNA_MIR1122	1	Gene;miRNA;
RF00907	mir-941	microRNA_mir-941	1	Gene;miRNA;
RF00908	MIR529	microRNA_MIR529	1	Gene;miRNA;
RF00909	mir-883	microRNA_mir-883	1	Gene;miRNA;
RF00910	mir-873	microRNA_mir-873	3	Gene;miRNA;
RF00911	mir-672	microRNA_mir-672	1	Gene;miRNA;
RF00912	mir-877	microRNA_mir-877	1	Gene;miRNA;
RF00914	mir-674	microRNA_mir-674	1	Gene;miRNA;
RF00915	mir-760	microRNA_mir-760	1	Gene;miRNA;
RF00917	mir-708	microRNA_mir-708	1	Gene;miRNA;
RF00918	mir-872	microRNA_mir-872	1	Gene;miRNA;
RF00919	mir-874	microRNA_mir-874	1	Gene;miRNA;
RF00920	MIR444	microRNA_MIR444	1	Gene;miRNA;
RF00921	mir-665	microRNA_mir-665	1	Gene;miRNA;
RF00922	mir-673	microRNA_mir-673	1	Gene;miRNA;
RF00925	MIR1027	microRNA_MIR1027	1	Gene;miRNA;
RF00926	MIR1151	microRNA_MIR1151	1	Gene;miRNA;
RF00927	mir-582	microRNA_mir-582	1	Gene;miRNA;
RF00928	mir-590	microRNA_mir-590	1	Gene;miRNA;
RF00929	mir-574	microRNA_mir-574	1	Gene;miRNA;
RF00931	mir-879	microRNA_mir-879	1	Gene;miRNA;
RF00932	mir-471	microRNA_mir-471	1	Gene;miRNA;
RF00933	mir-875	microRNA_mir-875	1	Gene;miRNA;
RF00934	mir-463	microRNA_mir-463	1	Gene;miRNA;
RF00935	mir-876	microRNA_mir-876	1	Gene;miRNA;
RF00936	mir-744	microRNA_mir-744	1	Gene;miRNA;
RF00937	mir-653	microRNA_mir-653	1	Gene;miRNA;
RF00939	mir-504	microRNA_mir-504	1	Gene;miRNA;
RF00940	mir-327	microRNA_mir-327	1	Gene;miRNA;
RF00941	mir-434	microRNA_mir-434	1	Gene;miRNA;
RF00942	mir-1224	microRNA_mir-1224	1	Gene;miRNA;
RF00943	MIR824	microRNA_MIR824	1	Gene;miRNA;
RF00945	mir-1226	microRNA_mir-1226	1	Gene;miRNA;
RF00946	mir-1225	microRNA_mir-1225	1	Gene;miRNA;
RF00947	mir-929	microRNA_mir-929	1	Gene;miRNA;
RF00948	mir-996	microRNA_mir-996	1	Gene;miRNA;
RF00949	mir-983	microRNA_mir-983	1	Gene;miRNA;
RF00950	mir-927	microRNA_mir-927	1	Gene;miRNA;
RF00951	mir-1302	microRNA_mir-1302	1	Gene;miRNA;
RF00952	mir-650	microRNA_mir-650	1	Gene;miRNA;
RF00953	mir-1497	microRNA_mir-1497	1	Gene;miRNA;
RF00954	MIR1446	microRNA_MIR1446	1	Gene;miRNA;
RF00955	mir-1829	microRNA_mir-1829	1	Gene;miRNA;
RF00956	MIR1444	microRNA_MIR1444	1	Gene;miRNA;
RF00957	mir-663	microRNA_mir-663	1	Gene;miRNA;
RF00958	mir-498	microRNA_mir-498	1	Gene;miRNA;
RF00959	mir-612	microRNA_mir-612	1	Gene;miRNA;
RF00960	mir-661	microRNA_mir-661	1	Gene;miRNA;
RF00961	mir-581	microRNA_mir-581	1	Gene;miRNA;
RF00962	mir-586	microRNA_mir-586	1	Gene;miRNA;
RF00963	mir-642	microRNA_mir-642	1	Gene;miRNA;
RF00964	mir-938	microRNA_mir-938	1	Gene;miRNA;
RF00965	mir-549	microRNA_mir-549	1	Gene;miRNA;
RF00966	mir-676	microRNA_mir-676	1	Gene;miRNA;
RF00967	mir-281	microRNA_mir-281	1	Gene;miRNA;
RF00968	mir-626	microRNA_mir-626	1	Gene;miRNA;
RF00969	mir-556	microRNA_mir-556	1	Gene;miRNA;
RF00970	mir-648	microRNA_mir-648	1	Gene;miRNA;
RF00971	mir-578	microRNA_mir-578	1	Gene;miRNA;
RF00972	mir-651	microRNA_mir-651	1	Gene;miRNA;
RF00973	mir-597	microRNA_mir-597	1	Gene;miRNA;
RF00974	mir-607	microRNA_mir-607	1	Gene;miRNA;
RF00975	MIR845_2	microRNA_MIR845_2	1	Gene;miRNA;
RF00976	mir-583	microRNA_mir-583	1	Gene;miRNA;
RF00977	mir-600	microRNA_mir-600	1	Gene;miRNA;
RF00978	mir-638	microRNA_mir-638	1	Gene;miRNA;
RF00979	mir-553	microRNA_mir-553	1	Gene;miRNA;
RF00980	mir-643	microRNA_mir-643	1	Gene;miRNA;
RF00981	mir-939	microRNA_mir-939	1	Gene;miRNA;
RF00982	mir-200	microRNA_mir-200	1	Gene;miRNA;
RF00983	mir-662	microRNA_mir-662	1	Gene;miRNA;
RF00984	mir-576	microRNA_mir-576	1	Gene;miRNA;
RF00985	mir-640	microRNA_mir-640	1	Gene;miRNA;
RF00986	mir-920	microRNA_mir-920	1	Gene;miRNA;
RF00987	mir-589	microRNA_mir-589	1	Gene;miRNA;
RF00988	mir-657	microRNA_mir-657	1	Gene;miRNA;
RF00989	mir-492	microRNA_mir-492	1	Gene;miRNA;
RF00990	mir-552	microRNA_mir-552	1	Gene;miRNA;
RF00991	mir-599	microRNA_mir-599	1	Gene;miRNA;
RF00992	mir-593	microRNA_mir-593	1	Gene;miRNA;
RF00993	mir-1473	microRNA_mir-1473	1	Gene;miRNA;
RF00994	mir-1255	microRNA_mir-1255	1	Gene;miRNA;
RF00995	mir-616	microRNA_mir-616	1	Gene;miRNA;
RF00996	mir-631	microRNA_mir-631	1	Gene;miRNA;
RF00997	mir-942	microRNA_mir-942	1	Gene;miRNA;
RF00998	mir-562	microRNA_mir-562	1	Gene;miRNA;
RF00999	mir-924	microRNA_mir-924	1	Gene;miRNA;
RF01000	mir-580	microRNA_mir-580	1	Gene;miRNA;
RF01001	mir-609	microRNA_mir-609	1	Gene;miRNA;
RF01002	mir-936	microRNA_mir-936	1	Gene;miRNA;
RF01003	mir-563	microRNA_mir-563	1	Gene;miRNA;
RF01004	mir-557	microRNA_mir-557	1	Gene;miRNA;
RF01005	MIR530	microRNA_MIR530	1	Gene;miRNA;
RF01006	mir-601	microRNA_mir-601	1	Gene;miRNA;
RF01007	mir-624	microRNA_mir-624	1	Gene;miRNA;
RF01008	mir-636	microRNA_mir-636	1	Gene;miRNA;
RF01009	mir-M7	microRNA_mir-M7	1	Gene;miRNA;
RF01010	mir-632	microRNA_mir-632	1	Gene;miRNA;
RF01011	mir-605	microRNA_mir-605	1	Gene;miRNA;
RF01012	mir-628	microRNA_mir-628	1	Gene;miRNA;
RF01013	mir-577	microRNA_mir-577	1	Gene;miRNA;
RF01014	mir-1306	microRNA_mir-1306	1	Gene;miRNA;
RF01015	mir-885	microRNA_mir-885	1	Gene;miRNA;
RF01016	mir-584	microRNA_mir-584	1	Gene;miRNA;
RF01017	mir-625	microRNA_mir-625	1	Gene;miRNA;
RF01018	mir-569	microRNA_mir-569	1	Gene;miRNA;
RF01019	mir-922	microRNA_mir-922	1	Gene;miRNA;
RF01020	mir-572	microRNA_mir-572	1	Gene;miRNA;
RF01021	mir-558	microRNA_mir-558	1	Gene;miRNA;
RF01022	mir-611	microRNA_mir-611	1	Gene;miRNA;
RF01023	mir-940	microRNA_mir-940	1	Gene;miRNA;
RF01024	mir-944	microRNA_mir-944	1	Gene;miRNA;
RF01025	mir-934	microRNA_mir-934	1	Gene;miRNA;
RF01026	MIR828	microRNA_MIR828	1	Gene;miRNA;
RF01027	mir-765	microRNA_mir-765	1	Gene;miRNA;
RF01028	mir-633	microRNA_mir-633	1	Gene;miRNA;
RF01029	mir-649	microRNA_mir-649	1	Gene;miRNA;
RF01030	mir-422	microRNA_mir-422	1	Gene;miRNA;
RF01031	mir-639	microRNA_mir-639	1	Gene;miRNA;
RF01032	mir-554	microRNA_mir-554	1	Gene;miRNA;
RF01033	mir-767	microRNA_mir-767	1	Gene;miRNA;
RF01034	mir-618	microRNA_mir-618	1	Gene;miRNA;
RF01035	mir-887	microRNA_mir-887	1	Gene;miRNA;
RF01036	mir-567	microRNA_mir-567	1	Gene;miRNA;
RF01037	mir-644	microRNA_mir-644	1	Gene;miRNA;
RF01038	mir-1307	microRNA_mir-1307	1	Gene;miRNA;
RF01039	mir-937	microRNA_mir-937	1	Gene;miRNA;
RF01040	mir-573	microRNA_mir-573	1	Gene;miRNA;
RF01041	mir-604	microRNA_mir-604	1	Gene;miRNA;
RF01042	mir-891	microRNA_mir-891	1	Gene;miRNA;
RF01043	MIR1023	microRNA_MIR1023	1	Gene;miRNA;
RF01044	mir-345	microRNA_mir-345	1	Gene;miRNA;
RF01045	mir-544	microRNA_mir-544	1	Gene;miRNA;
RF01046	WLE3	Wingless_localisation_element_3_(WLE3)	1	Cis-reg;
RF01047	HBV	HBV_RNA_encapsidation_signal_epsilon	1	Cis-reg;
RF01050	Sacc_telomerase	Saccharomyces_telomerase	10	Gene;
RF01051	GEMM_RNA_motif	GEMM_cis-regulatory_element	2	Cis-reg;
RF01052	Arthropod_7SK	Arthropod_7SK_RNA	2	Gene;
RF01053	Deinococcus_Y_RNA	Deinococcus_radiodurans_Y_RNA	2	Gene;
RF01054	preQ1-II	preQ1-II_(pre_queuosine)_riboswitch	3	Cis-reg;riboswitch;
RF01055	MOCO_RNA_motif	Moco_(molybdenum_cofactor)_riboswitch	4	Cis-reg;riboswitch;
RF01056	Mg_sensor	Magnesium_Sensor	3	Cis-reg;riboswitch;
RF01057	SAH_riboswitch	S-adenosyl-L-homocysteine_riboswitch	1	Cis-reg;riboswitch;
RF01058	MIR806	microRNA_MIR806	1	Gene;miRNA;
RF01059	mir-598	microRNA_mir-598	1	Gene;miRNA;
RF01061	mir-548	microRNA_mir-548	1	Gene;miRNA;
RF01062	MIR812	microRNA_MIR812	1	Gene;miRNA;
RF01063	mir-324	microRNA_mir-324	1	Gene;miRNA;
RF01064	mir-253	microRNA_mir-253	1	Gene;miRNA;
RF01065	23S-methyl	23S_methyl_RNA_motif	2	Cis-reg;
RF01066	6C	6C_RNA	2	Cis-reg;
RF01067	ATPC	ATPC_RNA_motif	3	Gene;
RF01068	mini-ykkC	mini-ykkC_RNA_motif	2	Cis-reg;
RF01069	purD	purD_RNA_motif	2	Cis-reg;
RF01070	sucA	SucA_RNA_motif	3	Cis-reg;
